username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Animal_Posting,"テレビや新聞では報道されない、隠された動物虐待について知ってますか？
お肉は大豆肉で、牛乳は豆乳で代用でき、今まで通り美味しいご飯が食べれて、栄養的に何も問題ないどころか、健康になれるって知ってた？
#環境汚染 #コロナ #コロナウィルス #コロナウイルス　#自粛 #外出自粛 #自宅待機 #コロナうつ #コロナ鬱",Japan,1404,926,1375,2019-05-31 17:40:42,2020-05-04 09:07:49,1,"The wolf also shall dwell with the lamb, and the leopard shall lie down with the kid; and the calf and the young lion and the fatling together; and a little child shall lead them.(#Isaiah 11:6)
#Vegetarians are the enablers of #peace.
 
#vegan
#vegetarian #HolyBible","[{'text': 'Isaiah', 'indices': [180, 187]}, {'text': 'Vegetarians', 'indices': [194, 206]}, {'text': 'peace', 'indices': [227, 233]}, {'text': 'vegan', 'indices': [237, 243]}, {'text': 'vegetarian', 'indices': [244, 255]}, {'text': 'HolyBible', 'indices': [256, 266]}]"
icklepickle,Industry Exp Makeup Artist & Photographer - Artist - Enviroment 🍃 🌹Labour Socialist🌹 Vegan 🌱 💙 MCFC season card holder ❤️ 🎵 Beatles Bowie Comedy & Art,Sunny Cheshire :-\ n London,1645,2288,75718,2009-01-28 21:09:57,2020-05-04 09:07:07,57,"Today’s feature is @olisgang a #vegan sanctuary for abused &amp; abandoned #sheep and #goats. Funds from merchandise &amp; open days have ceased due to #COVID__19 but the vet bills haven't. ☹️ Toby, Friday &amp; their friends need your help &amp; support. 🙏🏻

#Donate 👉🏻 https://t.co/uYBIY4RVrj https://t.co/M3VFcvJYC7","[{'text': 'vegan', 'indices': [48, 54]}, {'text': 'sheep', 'indices': [92, 98]}, {'text': 'goats', 'indices': [103, 109]}]"
LeeHillerDesign,https://t.co/7FgdlVTqIH https://t.co/0jkMUUhPp2 https://t.co/tGl0uLMya6 https://t.co/G9gDyaDtRX,Here There and Everywhere ,4178,5570,511988,2009-06-16 15:37:16,2020-05-04 09:07:01,0,Lee Hiller Greeting #Cards for all occasions https://t.co/iFoCl6wALp https://t.co/lBmCtfIDFB #art #photography #Vegan #Humor,"[{'text': 'Cards', 'indices': [20, 26]}, {'text': 'art', 'indices': [93, 97]}, {'text': 'photography', 'indices': [98, 110]}, {'text': 'Vegan', 'indices': [111, 117]}, {'text': 'Humor', 'indices': [118, 124]}]"
Roostamirani,"Chef. I make sushi for fun and to please palates. Follow me for my culinary exploits, food finds, cooking tips, chef hacks, recipes and more.","Mumbai, India",11,181,789,2008-12-02 16:24:20,2020-05-04 09:06:54,2,Tendli and Moringa: Who would have thought this was a match made in heaven? I loved making this combination and the white Moringa flowers made the dish look heavenly. #IndianFood #IndianCuisine #Food #Vegan https://t.co/bWtl9Rhb1w,"[{'text': 'IndianFood', 'indices': [167, 178]}, {'text': 'IndianCuisine', 'indices': [179, 193]}, {'text': 'Food', 'indices': [194, 199]}, {'text': 'Vegan', 'indices': [200, 206]}]"
MoonshineManuk,,,118,172,96,2015-07-03 09:56:35,2020-05-04 09:06:48,2,Looking for the Holy Grail 😉 then look no further. We have brought dead plants back to life 😇 #doyouevenmoonshine #allnatural #plantbased #moonshinemanproducts #moonshinesunshine #moonshinenutrientenhancer #garden… https://t.co/1Gv3L6Eid4,"[{'text': 'doyouevenmoonshine', 'indices': [94, 113]}, {'text': 'allnatural', 'indices': [114, 125]}, {'text': 'plantbased', 'indices': [126, 137]}, {'text': 'moonshinemanproducts', 'indices': [138, 159]}, {'text': 'moonshinesunshine', 'indices': [160, 178]}, {'text': 'moonshinenutrientenhancer', 'indices': [179, 205]}, {'text': 'garden', 'indices': [206, 213]}]"
i_am_aystiles,,"Lagos, Nigeria",595,651,2753,2019-11-22 09:59:28,2020-05-04 09:06:40,181,"My people, #veganlife doesn’t mean you can’t still enjoy... Presenting MUSHROOM EGUSI! 🍛👏🏾🔥 https://t.co/kGua4b8Sqj","[{'text': 'veganlife', 'indices': [27, 37]}]"
birdmail,About People & Place; submersive-theatre #TBWhale; mobile captioning with The Difference Engine; green; friendly; accessible; #UKcityofculture2021,"Coventry, UK",897,2993,7470,2010-05-18 09:24:10,2020-05-04 09:06:07,10,wonderful wholesome meals from @the_pod_cafe. Thank you @cogscoventry for the flour we used for wholesome artisan olive bread.  If you think this looks good and want to support The Pods work please check out our Pay Forward Scheme. #plantbased #payforward https://t.co/TTDmFOMlwO https://t.co/5ZKFxCfNHA,[]
icklepickle,Industry Exp Makeup Artist & Photographer - Artist - Enviroment 🍃 🌹Labour Socialist🌹 Vegan 🌱 💙 MCFC season card holder ❤️ 🎵 Beatles Bowie Comedy & Art,Sunny Cheshire :-\ n London,1645,2288,75718,2009-01-28 21:09:57,2020-05-04 09:06:02,98,"I am not a number, or a product! 

I'm a being that was saved from the horrors of animal agriculture.

Now, I get to live a life of peace, safety and comfort.

By being #vegan you can save my fellow animal friends from being born on earth to suffer and die unnecessarily.
#GoVegan https://t.co/80IUoSdvn1",[]
nickhebditch,"#Remain #RevokeA50 #ExitBrexit English but passionate European, floating voter, author, poet, artist & guitarist https://t.co/E7amIEXTGT",Bicester,3312,2217,77431,2013-07-23 12:18:12,2020-05-04 09:05:59,322,I absolutely love everything about this the video..the cover song..and of course the magnificent hippo doing what hippos should always do..enjoy life..isn’t this what we all want? Love animals..love our planet..love ourselves..be #Vegan it makes sense. https://t.co/TeE8dhFndh,[]
CoVavuk,Vegan & Vegetarian UK central. The hub for everything plant-based in the UK,,4684,2400,8787,2019-09-05 13:57:41,2020-05-04 09:05:49,4,"A big thank you to our Customers still choosing with their minds hearts and feet to stop animal cruelty by no longer wearing leather, busy all week and latest pair of boots just about to head over to the USA #Vegan #AnimalRights #ClimateCrisis https://t.co/MmpOhrWKod",[]
aria_ariaria,"20' • female • animallover & naturelover

'Never look down on anyone unless you're helping them up'",,91,44,2448,2018-12-02 13:20:50,2020-05-04 09:05:44,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
NabelSabine,,,2908,1663,25965,2015-02-21 14:02:39,2020-05-04 09:05:42,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
NadezhdaRossi,"Gramma loves animals, the environment, good music and good people.",,689,211,2204,2019-12-26 21:50:21,2020-05-04 09:05:09,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
ihblythe,"The question is not, 'Can they reason?' nor, 'Can they talk?' but rather, 'Can they suffer?' ❗️Some Graphic Posts❗️",Global Activist ,801,643,6694,2011-07-17 19:48:56,2020-05-04 09:04:58,11,"#farm365 #TheChase #AnimalRights #mondaythoughts #MayThe4th #plantbased #stoptheperverts

Here is Mark who makes a living by sexually abusing animals. 

Watch him boasting about how his victims “enjoy it”. 

#govegan and stop people like Mark. 👊💚 https://t.co/mLieAqnIIo","[{'text': 'farm365', 'indices': [14, 22]}, {'text': 'TheChase', 'indices': [23, 32]}, {'text': 'AnimalRights', 'indices': [33, 46]}, {'text': 'mondaythoughts', 'indices': [47, 62]}, {'text': 'MayThe4th', 'indices': [63, 73]}, {'text': 'plantbased', 'indices': [74, 85]}, {'text': 'stoptheperverts', 'indices': [86, 102]}]"
DanshepDanny,Actor see me in #Veganville #bbc https://t.co/WnvTKrlrja represented by https://t.co/sSktA1G2c3,oldham UK,2305,1482,8730,2009-03-09 09:00:12,2020-05-04 09:04:58,0,Off shopping with a message #Veganville #veganfortheanimals #truth #animalrights #veganaf https://t.co/lwY6lvd8Xl,"[{'text': 'Veganville', 'indices': [28, 39]}, {'text': 'veganfortheanimals', 'indices': [40, 59]}, {'text': 'truth', 'indices': [60, 66]}, {'text': 'animalrights', 'indices': [67, 80]}, {'text': 'veganaf', 'indices': [81, 89]}]"
AlbertTortoise,"Adventures of Albert The Tortoise - based on a real life tortoise - called Albert.. a modern day, mini-dinosaur living life on the veg",,288,274,805,2019-12-30 22:15:00,2020-05-04 09:04:51,1,"A fair day for #AlbertTheTortoise.. a fair feed, a fair wander and a very fair snooze... Hoping for more sunshine soon. 
#Takecare - #keepsafe .. #MayThe4thBeWithYou   

#tortoise #ChildrensBooks #picturebooks #turtle #veggie #hero https://t.co/P83scvDWDq","[{'text': 'AlbertTheTortoise', 'indices': [35, 53]}]"
willerwallow,,"Bedford, England",2400,966,88139,2012-12-25 17:06:54,2020-05-04 09:04:44,4,Cinnamon buns fresh from the oven! #sundayvibes #veganfood #Vegan https://t.co/8A7wZsdPRk,"[{'text': 'sundayvibes', 'indices': [52, 64]}, {'text': 'veganfood', 'indices': [65, 75]}, {'text': 'Vegan', 'indices': [76, 82]}]"
NadezhdaRossi,"Gramma loves animals, the environment, good music and good people.",,689,211,2204,2019-12-26 21:50:21,2020-05-04 09:04:26,64,"THEIR LIFE MATTERS 🐷✊🏼

When we can thrive on a #vegan #diet why choose anything else? 😊

Why choose to eat animals when you don’t have to? 🍉🍕🍔🌮🍑

#SaturdayNight #weekendvibes https://t.co/jNcSfH9XPk","[{'text': 'vegan', 'indices': [69, 75]}, {'text': 'diet', 'indices': [76, 81]}]"
AevansMarvelDC,enjoys gaming and building things DC MAD,"Oxford, England",5000,588,115118,2017-12-27 17:41:05,2020-05-04 09:04:23,41,"#RTtoWin one of 5 packs of 4 ciders from @is_cider, compliments of @tikichris: https://t.co/O65E8SMUNm #WinCiderIsWine #cider #cideriswine #realcider #giveaway #vegan #artisan #glutenfree #lockdownideas https://t.co/A9rFVeWiy5","[{'text': 'RTtoWin', 'indices': [15, 23]}, {'text': 'WinCiderIsWine', 'indices': [118, 133]}]"
ukmav,Life is far too strange and haphazard to be taken entirely seriously. Ex human in animal form speaking for humanities victims.,I am constantly amazed,4584,5492,174922,2011-07-08 18:30:44,2020-05-04 09:04:20,14,"Heard the good people @TRJFProject had intercepted a haul of vegan burger patties that were going to waste with the #COVIDー19 lockdown. Booked a slot, drove in.  I definitely wasn't expecting to drive away with 200 of the things! 😆👍 #vegan #zerowaste #veganhaul #bargainhunting https://t.co/zhbdGGPXRM",[]
ClareClareann1,,Southampton England ,274,67,2604,2015-02-16 19:30:00,2020-05-04 09:04:02,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
colin_goodayle,Observer and pessimist (until shown otherwise.) Prefer dogs to most people I've met.,,2935,1464,56981,2018-06-05 18:33:31,2020-05-04 09:03:54,7,"Nasty #Vegan food-potato salad, cucumber with dill &amp; herbs &amp; a tomato tart. Tell me again how vegan food is boring? https://t.co/rFiGQG3E8P","[{'text': 'Vegan', 'indices': [23, 29]}]"
dormouse1234,,"England, United Kingdom",529,71,16057,2015-05-29 10:13:53,2020-05-04 09:03:15,41,"#RTtoWin one of 5 packs of 4 ciders from @is_cider, compliments of @tikichris: https://t.co/O65E8SMUNm #WinCiderIsWine #cider #cideriswine #realcider #giveaway #vegan #artisan #glutenfree #lockdownideas https://t.co/A9rFVeWiy5","[{'text': 'RTtoWin', 'indices': [15, 23]}, {'text': 'WinCiderIsWine', 'indices': [118, 133]}]"
sixhungryfeet,Vegetarian Foodie Family,,43,1,17,2020-05-03 14:23:08,2020-05-04 09:02:35,1,Vegan Chocolate Mousse for Toddlers and Kids https://t.co/4P368aSITK #vegan #chocolate #toddler #mousse,"[{'text': 'vegan', 'indices': [69, 75]}, {'text': 'chocolate', 'indices': [76, 86]}, {'text': 'toddler', 'indices': [87, 95]}, {'text': 'mousse', 'indices': [96, 103]}]"
Just1Stix,Vegan💚🐽 Married👩‍❤️‍💋‍👨  rescued AfricanGrey mom🦜 Artistic🎨 Living gently upon this earth🧘‍♀️☯🌼♈🏳️‍🌈⚤,🌍,1239,1241,844,2013-05-22 12:18:14,2020-05-04 09:02:34,1,"No animals were harmed in making of these cheeses.
#dairyisscary
#GoVegan
#TryVeganToday 
 https://t.co/P3wrvocdA0","[{'text': 'dairyisscary', 'indices': [51, 64]}, {'text': 'GoVegan', 'indices': [65, 73]}, {'text': 'TryVeganToday', 'indices': [74, 88]}]"
TeaToastParis,"29 forever. 

Health & fitness & wine are my hobbies. 

Dogs make me happy. People don't.","Chester, England",1317,774,20123,2009-05-03 14:12:54,2020-05-04 09:02:29,0,It's a good thing I make good pancakes because that tempeh facon is the worst thing I've ever put in my mouth. I only got it because it was already maple syrup flavoured. Tempeh can do one. #veganlife https://t.co/5epYORwwBN,"[{'text': 'veganlife', 'indices': [190, 200]}]"
Cleanmeataus,A willing participant in the clean meat movement and provider of the latest Clean Meat News & Information,Australia,143,559,526,2018-02-20 08:47:04,2020-05-04 09:02:07,1,"As the world learns to deal with the coronavirus pandemic, eating behaviors are already changing. The global population is projected to reach more than 9.8 billion #Cleanmeat #Plantbased #culturedmeat https://t.co/9WaTVci9bQ https://t.co/cH1lOZITev","[{'text': 'Cleanmeat', 'indices': [164, 174]}, {'text': 'Plantbased', 'indices': [175, 186]}, {'text': 'culturedmeat', 'indices': [187, 200]}]"
nush_foods,The UK's first range of dairy free Almond Milk yoghurts and delicious cheeses. Made by us in the UK 🇬🇧 Now available in Sainsbury’s 🥳! ✨,"London, England",667,4399,3207,2016-01-08 08:51:30,2020-05-04 09:02:01,3,"#Vegan tomato tart from Delia. No need to use goat’s cheese, @nush_foods cream cheese made from almonds is far better &amp; no cholesterol. This recipe is really easy &amp; very tasty (almost like pizza flavour) https://t.co/e3SrQoj2az","[{'text': 'Vegan', 'indices': [17, 23]}]"
ComperHobbit,"🍄🌈💚💚 loves music,comedy,and good vibes x book collector,actually Book Hoarder #BookshelfPorn!!!! MAHOOOSIVE FUNKO COLLECTOR 🤓 Suicide Survivor 💚💚💚💚","Oxford, England",4999,1199,301490,2014-08-11 18:06:08,2020-05-04 09:01:45,41,"#RTtoWin one of 5 packs of 4 ciders from @is_cider, compliments of @tikichris: https://t.co/O65E8SMUNm #WinCiderIsWine #cider #cideriswine #realcider #giveaway #vegan #artisan #glutenfree #lockdownideas https://t.co/A9rFVeWiy5","[{'text': 'RTtoWin', 'indices': [15, 23]}, {'text': 'WinCiderIsWine', 'indices': [118, 133]}]"
icklepickle,Industry Exp Makeup Artist & Photographer - Artist - Enviroment 🍃 🌹Labour Socialist🌹 Vegan 🌱 💙 MCFC season card holder ❤️ 🎵 Beatles Bowie Comedy & Art,Sunny Cheshire :-\ n London,1645,2288,75718,2009-01-28 21:09:57,2020-05-04 09:01:36,14,"Heard the good people @TRJFProject had intercepted a haul of vegan burger patties that were going to waste with the #COVIDー19 lockdown. Booked a slot, drove in.  I definitely wasn't expecting to drive away with 200 of the things! 😆👍 #vegan #zerowaste #veganhaul #bargainhunting https://t.co/zhbdGGPXRM",[]
Foodamentalists,Proud to be a @TheoPaphitis #sbs  winner,Cheshire ,6799,6924,11306,2009-08-15 10:01:16,2020-05-04 09:01:10,1,"This week we'll be doing deliveries to SK10 &amp; SK11 Postcodes only on Saturday 9th May,   collection is not allowed with a minimum order of 6 Products 
you can order here https://t.co/n3tcoYhWJh 
#macclesfield #glutenfree #vegan https://t.co/NPsWIn4ykn",[]
BehlerSacks,#eCommerce & #socialmedia,"St Petersburg, FL",4,21,559,2011-01-06 22:02:47,2020-05-04 09:00:58,2,"We are not mentioning any names, but some refer to it as a miracle in a little jar. #redibasecooking https://t.co/HhFcjL9SzR #rcfinefoods #thespicehouse #soup #broth #bouillon #soupstock #soupoftheday#pilaf #clamchowder  #lowsodium #glutenfree #chickensoup  #vegan #plantbased https://t.co/GoD7xeO0yG","[{'text': 'redibasecooking', 'indices': [84, 100]}, {'text': 'rcfinefoods', 'indices': [125, 137]}, {'text': 'thespicehouse', 'indices': [138, 152]}, {'text': 'soup', 'indices': [153, 158]}, {'text': 'broth', 'indices': [159, 165]}, {'text': 'bouillon', 'indices': [166, 175]}, {'text': 'soupstock', 'indices': [176, 186]}, {'text': 'clamchowder', 'indices': [207, 219]}, {'text': 'lowsodium', 'indices': [221, 231]}, {'text': 'glutenfree', 'indices': [232, 243]}, {'text': 'chickensoup', 'indices': [244, 256]}, {'text': 'vegan', 'indices': [258, 264]}, {'text': 'plantbased', 'indices': [265, 276]}]"
